,product_name,price
597,eileen fisher herringbone cotton knit scarf,98.0
598,halogen® double stitch cashmere infinity scarf,99.0
599,quay australia x jaclyn hill very busy 58mm shield sunglasses,65.0
600,nordstrom hunter leather continental wallet,79.0
601,rebecca minkoff michelle leather hobo,295.0
602,bp. crystal bolo necklace,19.0
603,marc jacobs the grind compact leather wallet,160.0
604,topshop teddy faux fur bucket bag,48.0
605,canada goose cabled merino wool toque beanie,125.0
606,kate spade new york ball hinge bangle,68.0
607,michael michael kors voyager leather tote,228.0
608,kendra scott inez pendant necklace,85.0
609,monica vinader engravable linear friendship chain bracelet,1.0
610,kate spade new york new york map print scarf,118.0
611,bp. fringe trim infinity scarf,19.0
612,rebecca minkoff edie quilted leather crossbody bag,228.0
613,kate spade new york jackson street - melisse crossbody bag,248.0
614,nordstrom pavé slide lariat necklace,69.0
615,topshop beth studded shoulder bag,55.0
616,burberry rainbow stripe vintage check scarf,390.0
617,david yurman amulet vehicle box chain necklace,450.0
618,gorjana chloe frontal hoop earrings,70.0
619,bp. center stripe scarf,26.0
620,gorjana taner mini stud earrings,40.0
621,halogen® tailored trouser leather belt (regular & plus),39.0
622,rebecca minkoff simple solid arm warmers,38.0
623,kate spade new york watson lane small maya nylon tote,158.0
624,treasure & bond sydney leather convertible hobo,179.0
625,madewell windowpane cape scarf,55.0
626,nordstrom genuine calf hair leopard print clutch,99.0
627,nordstrom eyelash trim print cashmere & silk wrap,99.0
628,topshop marabou feather frame handbag,52.0
629,bp. oversized printed waist bag,29.0
630,burberry heart & check silk skinny scarf,170.0
631,tory burch kira leather shoulder bag,528.0
632,madewell the mini pocket transport leather drawstring tote,128.0
633,madewell transport leather tote,168.0
634,halogen® medium endless hoops,25.0
635,tumi alpha 2 continental 22-inch carry-on,675.0
636,kate spade new york cameron street - sara leather satchel,358.0
637,herschel supply co. trade 23-inch wheeled suitcase,160.0
638,kate spade new york daveney 15 inch laptop bag,248.0
639,burberry medium banner leather tote,1690.0
640,marc jacobs little big shot leather tote,370.0
641,trouvé double sided check blanket scarf,39.0
642,ted baker london quilted bow crossbody bag,99.0
643,rag & bone classic wool scarf,195.0
644,marc jacobs the grind mini colorblock leather tote,295.0
645,tory burch small fleming convertible leather shoulder/crossbody bag,458.0
646,rag & bone zoe wool fedora,225.0
647,bp. plaid scarf,29.0
648,madewell placed stripe cape scarf,55.0
649,madewell small transport leather crossbody,128.0
650,gorjana nora choker,60.0
651,david yurman 'x' bracelet with gold,495.0
652,kate spade new york 'polka dot' reusable shopping tote,16.0
653,free people little wing kimono,68.0
654,gucci medium gg marmont 2.0 matelassé velvet shoulder bag,1890.0
655,"tory burch reva logo dial leather strap watch, 36mm",225.0
656,nordstrom kaison nylon crossbody bag,89.0
657,tory burch gemini link reversible wrap bracelet,98.0
658,david yurman cushion link bracelet with blue sapphires,375.0
659,nordstrom finley leather hobo,169.0
660,trouvé keri nylon crossbody,59.0
661,kate spade new york jeweled glitter cat iphone x/xs/xs max & xr case,50.0
662,kate spade new york jackson street – lindsey leather wallet,178.0
663,topshop diana mesh shoulder bag,60.0
664,ted baker london maceyy double zip leather crossbody bag,179.0
665,"tory burch ellsworth leather strap watch, 36mm",195.0
666,madewell mini lorimer leather backpack,158.0
667,slip™ for beauty sleep 3-pack slipsilk™ hair ties,39.0
668,"ted baker london cara mesh strap watch, 22mm",145.0
669,topshop heavy humbug stripe scarf,40.0
670,marc jacobs the grind medium leather tote,350.0
671,gorjana 'g ring' rings (set of 3),45.0
672,patagonia black hole water repellent duffel bag,119.0
673,saint laurent 'medium kate' leather chain shoulder bag,1990.0
674,tumi alpha 2 international 22-inch carry-on,625.0
675,kendra scott fabia statement earrings,250.0
676,topshop chevron knit beanie hat,26.0
677,kate spade new york 'rise and shine' stud earrings,38.0
678,kendra scott elle filigree drop earrings,65.0
679,bp. faux shearling puffer scarf,36.0
680,tory burch kira leather envelope clutch,278.0
681,kate spade new york 'idiom - find the silver lining' bangle,32.0
682,madewell leather crisscross skinny belt,45.0
683,kate spade new york polka dot clear umbrella,38.0
684,david yurman 'cable collectibles' oval ring with diamonds,295.0
685,saint laurent small kate chain crossbody bag,1750.0
686,kendra scott 'mystic bazaar - candice' wide cuff,75.0
687,kate spade new york cameron street – audrey leather laptop tote,348.0
688,kate spade new york leather iphone crossbody bag,100.0
689,tory burch fleming leather tote,558.0
690,tory burch miller hobo bag,458.0
691,gucci gg supreme canvas shoulder bag,1390.0
692,david yurman solari bead bracelet with diamonds,4.5
693,burberry link flap leather crossbody bag,1290.0
694,tory burch logo station necklace,98.0
695,kate spade new york cameron street - corin crossbody bag,178.0
696,monica vinader 'siren' medium semiprecious stone stacking ring,0.5
697,leith pom faux fur snood,36.0
698,the north face salty dog beanie,25.0
699,marc jacobs snapshot crossbody bag,395.0
700,kate spade new york 'sailors knot' bangle,78.0
701,tumi voyageur - just in case nylon travel backpack,100.0
702,lagos caviar rope station bracelet,3.5
703,kendra scott birdie earrings,95.0
704,bp. three-layer charm necklace,19.0
705,bp. houndstooth scarf,24.0
706,tory burch chelsea flap leather shoulder bag,458.0
707,saint laurent toy shopping leather tote,995.0
708,kate spade new york saffiano leather laptop bag,298.0
709,kate spade new york watson lane - hartley nylon backpack,198.0
710,kate spade new york one in a million pendant necklace,58.0
711,j.crew harper leather tote,228.0
712,patagonia cable beanie,39.0
713,halogen® x atlantic-pacific colorblock faux fur stole,89.0
714,bp. set of 6 moon & star stud earrings,16.0
715,topshop stef metal handle tote bag,48.0
716,trouvé faux fur long scarf,39.0
717,kendra scott 'sophee' textured drop earrings,55.0
718,"david yurman cable classics bracelet with 14k gold, 7mm",775.0
719,tumi voyageur - just in case nylon travel backpack,100.0
720,topshop multi chain shoulder bag,55.0
721,burberry medium banner leather tote,1690.0
722,rebecca minkoff bedford zip leather satchel,348.0
723,rag & bone small field leather messenger bag,495.0
724,tory burch robinson convertible leather shoulder bag,398.0
725,kendra scott tessa stone stud earrings,65.0
726,"michael kors mini portia leather strap watch, 28mm",150.0
727,alex and ani two-tone initial charm expandable bracelet,28.0
728,rebecca minkoff quilted nylon tote,168.0
729,burberry vintage check cashmere scarf,430.0
730,kate spade new york watson lane - quilted lucie crossbody bag,178.0
731,david yurman chatelaine® morganite & diamond ring in 18k rose gold,2700.0
732,"david yurman cable buckle bracelet with gold, 4mm",450.0
733,nordstrom ava foldover crossbody bag,129.0
734,kate spade new york watson lane - amber nylon shoulder bag,178.0
735,mcm large liz reversible shopper,725.0
736,bony levy 18k gold pavé diamond initial pendant necklace (nordstrom exclusive),498.0
737,tory burch crystal logo circle stud earrings,98.0
738,"tory burch gigi leather strap watch, 28mm",225.0
739,nordstrom sequin disco miniaudière,99.0
740,monica vinader 'riva' circle stud diamond earrings,3.0
741,herschel supply co. fourteen belt bag,25.0
742,kendra scott aragon drop earrings,75.0
743,fitbit charge 3 wireless activity & heart rate tracker,149.95
744,madewell 'knotshine' necklace,32.0
745,bp. leopard print slouchy beanie,15.0
746,ted baker london colour by numbers sunnie leather circle bag,249.0
747,kate spade new york jackson street – jana leather tote,298.0
748,treasure & bond solid fringed scarf,35.0
749,tory burch circle logo stud earrings,78.0
750,topshop becky faux leather backpack,48.0
751,rebecca minkoff karlie hobo,328.0
752,halogen® x atlantic-pacific stripe cashmere wrap,199.0
753,trouvé faux shearling hooded vest,69.0
754,something navy short disc y-shaped necklace (nordstrom exclusive),35.0
755,the north face jim beanie,25.0
756,halogen® classic thin hoop earrings,29.0
757,nordstrom glitter minaudière,69.0
758,chelsea28 skyler faux leather foldover clutch,59.0
759,rebecca minkoff bree leather belt bag,175.0
760,nordstrom chevron 29-inch spinner suitcase,229.0
761,bobbi brown the brooklyn 53mm reading glasses,68.0
762,kate spade new york reese park - ivory crossbody bag,378.0
763,topshop pandy pin mini backpack,38.0
764,ted baker london janne pebbled leather tote,295.0
765,kate spade new york reese park – wyn quilted leather crossbody,278.0
766,madewell band ring,18.0
767,rebecca minkoff mini mac convertible crossbody bag,195.0
768,kate spade new york small square stud earrings,38.0
769,rebecca minkoff edie flap front leather shoulder bag,298.0
770,rebecca minkoff blocked yarn muffler,58.0
771,lagos bead stretch bracelet,3.5
772,free people rory rib beanie,28.0
773,kate spade new york razzle dazzle linear earrings,68.0
774,saint laurent 'monogram' quilted leather french wallet,425.0
775,nordstrom leather clutch,99.0
776,burberry vintage check metallic scarf,420.0
777,ugg® high cuff knit wool & cashmere beanie,65.0
778,burberry medium banner leather tote,1690.0
779,"ted baker london trent leather strap watch, 44mm",175.0
780,nordstrom 6ct tw cubic zirconia earrings,56.0
781,kate spade new york kingston drive – arla leather crossbody bag,258.0
782,tory burch fleming lambskin leather phone crossbody bag,278.0
783,rebecca minkoff nylon belt bag,96.5
784,tory burch logo stud earrings,78.0
785,kate spade new york cat iphone x/xs/xs max & xr folio,90.0
786,kendra scott kirsten drop earrings,75.0
787,burberry small macken vintage check crossbody bag,1190.0
788,kendra scott gilly adjustable bracelet,55.0
789,madewell mix & match bar earrings (set of 5),32.0
790,david yurman 'crossover' wide ring,395.0
791,"david yurman cable classics bracelet with semiprecious stones & diamonds, 5mm",5.5
792,bp. 60mm oversize mirrored aviator sunglasses,15.0
793,madewell coin layered necklace,48.0
794,burberry giant graffiti print reversible tote,1590.0
795,david yurman 'cable collectibles' initial pendant with diamonds in gold on chain,695.0
796,steve madden quilted faux leather fanny pack,68.0
797,madewell 'transport' weekend bag,298.0
798,"david yurman cable collectibles buckle bangle bracelet with 18k gold, 3mm",450.0
799,kendra scott kacey pendant necklace,75.0
800,kendra scott kacey adjustable pendant necklace,70.0
801,treasure & bond jessie leather crossbody bag,119.0
802,chloé 'marcie - medium' leather crossbody bag,1490.0
803,ted baker london bow tote,295.0
804,ted baker london aria dogs cosmetics case,55.0
805,treasure & bond faux leather belt bag,59.0
806,nordstrom cashmere & silk wrap,99.0
807,kendra scott 'cade' drusy stud earrings,70.0
808,monica vinader engravable linear bead friendship bracelet,195.0
809,ted baker london splendour mini bow evening bag,99.0
810,bony levy stackable straight diamond band ring (nordstrom exclusive),795.0
811,topshop caz porto tote bag,55.0
812,gorjana heart charm adjustable necklace,45.0
813,rebecca minkoff blythe suede crossbody bag,195.0
814,chelsea28 phoebe mini metallic bucket bag,49.0
815,"michael kors pyper leather strap watch, 38mm",150.0
816,tory burch robinson colorblock leather wallet on a chain,328.0
817,kate spade new york chic & cushy pouf drop earrings,68.0
818,marc jacobs the tag 31 leather tote,495.0
819,nordstrom ruby pebbled leather cardholder,39.0
820,burberry vintage check wool & silk gauze scarf,390.0
821,"tory burch classic-t leather strap watch, 36mm",250.0
822,monica vinader engravable linear friendship bracelet,195.0
823,david yurman 'starburst' single-station bracelet with diamonds,395.0
824,trouvé basic fingerless gloves,19.0
825,monica vinader 'fiji' diamond station bracelet,2995.0
826,madewell star sparkle necklace,32.0
827,vince camuto leather crossbody bag,228.0
828,burberry remington leather tote,1250.0
829,nordstrom arabesque beaded stretch belt,49.0
830,nordstrom 3ct tw cubic zirconia earrings,48.0
831,rebecca minkoff nylon cosmetics pouch,50.0
832,kate spade new york small stud earrings,38.0
833,j. crew glass bead necklace,118.0
834,nordstrom mya leather crossbody bag,99.0
835,caslon dip dye cashmere wrap,149.0
836,treasure & bond layered charm bracelet,39.0
837,tory burch miller leather crossbody bag,398.0
838,kate spade new york flying colors bezel stud earrings,38.0
839,treasure & bond 6-pack earrings,25.0
840,something navy rhinestone chandelier earrings (nordstrom exclusive),29.0
841,halogen® cashmere coordinates hat & arm warmer set,75.0
842,burberry metallic giant check scarf,440.0
843,nordstrom zip around leather continental wallet,79.0
844,kate spade new york 13-inch leather laptop bag,328.0
845,sole society marah faux leather backpack,69.95
846,tory burch rory leather tote,798.0
847,rebecca minkoff leo glitter clutch,95.0
848,ted baker london babylon leather travel wallet,159.0
849,nordstrom pavé bar bracelet,39.0
850,marc jacobs the tag 27 leather tote,395.0
851,david yurman tides dome ring with diamonds,4900.0
852,halogen® x atlantic-pacific cable knit cashmere beret,49.0
853,trouvé chunky stitch beanie with faux fur pom & fingerless gloves gift set,49.0
854,kendra scott lee small drop earrings,60.0
